,JAHR,MONAT,ZNR,ZNAME,STRTYP,STRNR,RINAME,FZTYP,DTVMS,DTVMF,DTVMO,DTVDD,DTVFR,DTVSA,DTVSF,TVMAX,TVMAXT,DATUM
625,2024,11,1208,Wienerbergstraße,B,225,Breitenfurter Straße,LkwÄ,544,671,690,691,594,313,267,771,"Mo,04.11.",2024-11-01
626,2024,11,1208,Wienerbergstraße,B,225,Triester Straße,Kfz,9740,11083,10850,11214,10921,7866,6243,11622,"Do,28.11.",2024-11-01
627,2024,11,1208,Wienerbergstraße,B,225,Triester Straße,LkwÄ,569,718,728,728,680,297,242,769,"Mi,13.11.",2024-11-01
628,2024,11,1208,Wienerbergstraße,B,225,Gesamt,Kfz,20693,23433,23070,23844,22563,16843,13584,24716,"Do,28.11.",2024-11-01
629,2024,11,1208,Wienerbergstraße,B,225,Gesamt,LkwÄ,1113,1390,1418,1419,1274,610,509,1536,"Mo,04.11.",2024-11-01
630,2024,11,1209,Atzgersdorfer Straße,G,0,Stranzenberg Brücke,Kfz,9015,10144,9888,10288,9969,7591,5925,10531,"Do,21.11.",2024-11-01
631,2024,11,1209,Atzgersdorfer Straße,G,0,Stranzenberg Brücke,LkwÄ,235,302,313,305,282,120,82,333,"Do,21.11.",2024-11-01
632,2024,11,1209,Atzgersdorfer Straße,G,0,Rosenhügelstraße,Kfz,9615,10787,10388,10873,10929,8018,6523,11428,"Fr,29.11.",2024-11-01
633,2024,11,1209,Atzgersdorfer Straße,G,0,Rosenhügelstraße,LkwÄ,237,305,311,310,283,123,80,337,"Do,14.11.",2024-11-01
634,2024,11,1209,Atzgersdorfer Straße,G,0,Gesamt,Kfz,18630,20931,20276,21160,20898,15609,12448,21783,"Do,21.11.",2024-11-01
635,2024,11,1209,Atzgersdorfer Straße,G,0,Gesamt,LkwÄ,472,607,624,616,564,243,162,661,"Do,21.11.",2024-11-01
642,2024,11,1211,Laxenburger Straße II,B,230,Zentrum,Kfz,7458,9083,9192,9284,8373,4967,3447,9640,"Mi,27.11.",2024-11-01
643,2024,11,1211,Laxenburger Straße II,B,230,Zentrum,LkwÄ,1655,2175,2133,2250,1992,727,502,2354,"Di,26.11.",2024-11-01
644,2024,11,1211,Laxenburger Straße II,B,230,S1,Kfz,8410,10450,9992,10664,10267,5332,3329,11182,"Do,14.11.",2024-11-01
645,2024,11,1211,Laxenburger Straße II,B,230,S1,LkwÄ,1745,2347,2300,2413,2196,643,438,2570,"Do,28.11.",2024-11-01
646,2024,11,1211,Laxenburger Straße II,B,230,Gesamt,Kfz,15868,19533,19184,19948,18640,10299,6775,20429,"Mi,27.11.",2024-11-01
647,2024,11,1211,Laxenburger Straße II,B,230,Gesamt,LkwÄ,3400,4522,4432,4663,4188,1370,940,4824,"Di,26.11.",2024-11-01
648,2024,11,1212,Donaustadtstraße II,B,3,A 23,Kfz,11195,12494,12217,12514,12712,9816,7378,14439,"Do,28.11.",2024-11-01
649,2024,11,1212,Donaustadtstraße II,B,3,A 23,LkwÄ,535,718,748,751,586,206,133,933,"Do,28.11.",2024-11-01
650,2024,11,1212,Donaustadtstraße II,B,3,Erzherzog-Karl-Str.,Kfz,8881,9326,9046,9188,10017,8856,7127,10425,"Fr,29.11.",2024-11-01
651,2024,11,1212,Donaustadtstraße II,B,3,Erzherzog-Karl-Str.,LkwÄ,497,657,684,674,578,209,142,811,"Mi,27.11.",2024-11-01
652,2024,11,1212,Donaustadtstraße II,B,3,Gesamt,Kfz,20076,21820,21262,21703,22728,18671,14504,24222,"Do,28.11.",2024-11-01
653,2024,11,1212,Donaustadtstraße II,B,3,Gesamt,LkwÄ,1031,1375,1432,1426,1164,415,274,1711,"Mi,27.11.",2024-11-01
666,2024,11,1215,Erzherzog-Karl-Straße III,B,3,Genochplatz,Kfz,12236,12404,12016,12239,13286,12939,10859,13524,"Fr,22.11.",2024-11-01
667,2024,11,1215,Erzherzog-Karl-Straße III,B,3,Genochplatz,LkwÄ,598,794,833,822,671,231,179,928,"Di,19.11.",2024-11-01
668,2024,11,1215,Erzherzog-Karl-Straße III,B,3,Siegesplatz,Kfz,14061,14832,14405,14740,15536,13644,11392,15863,"Fr,29.11.",2024-11-01
669,2024,11,1215,Erzherzog-Karl-Straße III,B,3,Siegesplatz,LkwÄ,636,850,858,882,745,240,177,957,"Do,14.11.",2024-11-01
670,2024,11,1215,Erzherzog-Karl-Straße III,B,3,Gesamt,Kfz,26297,27236,26420,26980,28822,26584,22251,29259,"Fr,22.11.",2024-11-01
671,2024,11,1215,Erzherzog-Karl-Straße III,B,3,Gesamt,LkwÄ,1234,1644,1692,1704,1416,470,356,1863,"Di,19.11.",2024-11-01
672,2024,11,1216,Perchtoldsdorfer Straße,G,0,stadteinwärts,Kfz,3709,4098,3922,4105,4251,3285,2579,4395,"Fr,08.11.",2024-11-01
673,2024,11,1216,Perchtoldsdorfer Straße,G,0,stadteinwärts,LkwÄ,165,200,202,201,194,105,86,214,"Di,19.11.",2024-11-01
674,2024,11,1216,Perchtoldsdorfer Straße,G,0,stadtauswärts,Kfz,3209,3543,3379,3510,3804,2830,2255,4010,"Fr,08.11.",2024-11-01
675,2024,11,1216,Perchtoldsdorfer Straße,G,0,stadtauswärts,LkwÄ,98,119,112,122,115,67,49,129,"Di,05.11.",2024-11-01
676,2024,11,1216,Perchtoldsdorfer Straße,G,0,Gesamt,Kfz,6919,7641,7301,7616,8055,6115,4834,8405,"Fr,08.11.",2024-11-01
677,2024,11,1216,Perchtoldsdorfer Straße,G,0,Gesamt,LkwÄ,264,319,314,323,309,172,135,340,"Do,14.11.",2024-11-01
678,2024,11,1217,Museumstraße,G,0,Landesgerichtsstraße,Kfz,5753,5997,3445,6564,6846,5705,4824,7249,"Fr,29.11.",2024-11-01
679,2024,11,1217,Museumstraße,G,0,Landesgerichtsstraße,LkwÄ,115,129,16,160,148,114,60,197,"Di,26.11.",2024-11-01
680,2024,11,1217,Museumstraße,G,0,Getreidemarkt,Kfz,11250,11383,8108,11958,12934,11754,10213,13663,"Sa,30.11.",2024-11-01
681,2024,11,1217,Museumstraße,G,0,Getreidemarkt,LkwÄ,262,304,178,335,338,202,156,355,"*Mi,06.11.",2024-11-01
682,2024,11,1217,Museumstraße,G,0,Gesamt,Kfz,17002,17380,11552,18522,19781,17459,15037,20621,"Fr,29.11.",2024-11-01
683,2024,11,1217,Museumstraße,G,0,Gesamt,LkwÄ,377,433,194,495,486,316,215,535,"*Di,26.11.",2024-11-01
684,2024,11,1218,Spange Leopoldsdorf,G,0,Leopoldsdorfer Straß,Kfz,4496,5010,4764,5008,5263,3826,3106,5494,"Fr,29.11.",2024-11-01
685,2024,11,1218,Spange Leopoldsdorf,G,0,Leopoldsdorfer Straß,LkwÄ,141,193,194,194,190,45,26,230,"Mi,06.11.",2024-11-01
686,2024,11,1218,Spange Leopoldsdorf,G,0,Himberger Straße,Kfz,4276,4817,4727,4932,4563,3394,2994,5159,"Mi,06.11.",2024-11-01
687,2024,11,1218,Spange Leopoldsdorf,G,0,Himberger Straße,LkwÄ,139,194,207,202,157,35,22,249,"Mi,06.11.",2024-11-01
688,2024,11,1218,Spange Leopoldsdorf,G,0,Gesamt,Kfz,8772,9827,9490,9940,9826,7220,6100,10356,"Mi,06.11.",2024-11-01
689,2024,11,1218,Spange Leopoldsdorf,G,0,Gesamt,LkwÄ,279,387,401,396,347,80,48,479,"Mi,06.11.",2024-11-01
696,2024,11,1220,Am Heumarkt,B,1,Schwarzenbergplatz,Kfz,7228,8369,7689,8588,8392,5692,4203,10700,"Do,28.11.",2024-11-01
697,2024,11,1220,Am Heumarkt,B,1,Schwarzenbergplatz,LkwÄ,200,244,226,259,220,141,82,327,"Mi,27.11.",2024-11-01
698,2024,11,1220,Am Heumarkt,B,1,Urania,Kfz,14844,16236,14355,16828,16342,12273,11848,18787,"*Mi,27.11.",2024-11-01
699,2024,11,1220,Am Heumarkt,B,1,Urania,LkwÄ,541,642,623,650,640,426,254,843,"*Mi,06.11.",2024-11-01
700,2024,11,1220,Am Heumarkt,B,1,Gesamt,Kfz,22073,24605,22044,25416,24734,17965,16052,29147,"*Do,28.11.",2024-11-01
701,2024,11,1220,Am Heumarkt,B,1,Gesamt,LkwÄ,742,887,849,908,860,567,335,1076,"*Mi,06.11.",2024-11-01
702,2024,11,1221,Grenzackerstraße,B,225,Laxenburger Straße,Kfz,15099,15876,15322,15873,16440,14510,12577,16942,"Fr,29.11.",2024-11-01
703,2024,11,1221,Grenzackerstraße,B,225,Laxenburger Straße,LkwÄ,454,569,581,578,528,267,181,635,"Fr,08.11.",2024-11-01
704,2024,11,1221,Grenzackerstraße,B,225,Verteilerkreis,Kfz,13648,14288,14104,14068,15129,13297,11442,15534,"Fr,22.11.",2024-11-01
705,2024,11,1221,Grenzackerstraße,B,225,Verteilerkreis,LkwÄ,526,678,696,693,613,253,192,728,"Mo,18.11.",2024-11-01
706,2024,11,1221,Grenzackerstraße,B,225,Gesamt,Kfz,28747,30164,29427,29941,31569,27807,24019,32353,"Fr,22.11.",2024-11-01
707,2024,11,1221,Grenzackerstraße,B,225,Gesamt,LkwÄ,980,1246,1278,1271,1141,521,373,1341,"*Mo,04.11.",2024-11-01
714,2024,11,1223,Adalbert-Stifter-Straße,B,226,Gürtelbrücke,Kfz,10106,10941,10943,11024,10688,9570,7301,11904,"Mo,18.11.",2024-11-01
715,2024,11,1223,Adalbert-Stifter-Straße,B,226,Gürtelbrücke,LkwÄ,361,445,463,455,396,223,163,547,"Mo,18.11.",2024-11-01
716,2024,11,1223,Adalbert-Stifter-Straße,B,226,Floridsdorfer Brücke,Kfz,9641,10313,10126,10318,10486,9388,7205,10807,"Fr,29.11.",2024-11-01
717,2024,11,1223,Adalbert-Stifter-Straße,B,226,Floridsdorfer Brücke,LkwÄ,271,342,360,347,309,152,106,412,"Mi,06.11.",2024-11-01
718,2024,11,1223,Adalbert-Stifter-Straße,B,226,Gesamt,Kfz,19747,21254,21070,21342,21173,18958,14506,22551,"Fr,29.11.",2024-11-01
719,2024,11,1223,Adalbert-Stifter-Straße,B,226,Gesamt,LkwÄ,632,787,823,802,706,375,269,958,"Mi,06.11.",2024-11-01
720,2024,11,1224,Wagramer Str. II,B,8,Reichsbrücke,Kfz,10006,11300,11272,11161,11746,9068,5769,12780,"Fr,29.11.",2024-11-01
721,2024,11,1224,Wagramer Str. II,B,8,Reichsbrücke,LkwÄ,457,643,709,665,509,111,62,753,"Mo,18.11.",2024-11-01
722,2024,11,1224,Wagramer Str. II,B,8,Süßenbrunn,Kfz,8729,9550,9264,9399,10288,8828,5346,10990,"Fr,29.11.",2024-11-01
723,2024,11,1224,Wagramer Str. II,B,8,Süßenbrunn,LkwÄ,267,377,386,397,309,60,30,456,"Mi,27.11.",2024-11-01
724,2024,11,1224,Wagramer Str. II,B,8,Gesamt,Kfz,18735,20850,20536,20560,22033,17895,11115,23770,"Fr,29.11.",2024-11-01
725,2024,11,1224,Wagramer Str. II,B,8,Gesamt,LkwÄ,724,1020,1096,1062,818,171,92,1171,"Do,28.11.",2024-11-01
732,2024,11,1603,Hirschstettner Straße,G,0,Kagran,Kfz,7203,7481,7282,7400,7920,7571,5726,8043,"Fr,22.11.",2024-11-01
733,2024,11,1603,Hirschstettner Straße,G,0,Kagran,LkwÄ,360,444,454,444,436,225,158,562,"Do,28.11.",2024-11-01
734,2024,11,1603,Hirschstettner Straße,G,0,S2,Kfz,7792,8454,8611,8367,8558,7662,5275,9228,"Do,28.11.",2024-11-01
735,2024,11,1603,Hirschstettner Straße,G,0,S2,LkwÄ,341,431,464,436,385,185,137,574,"Do,28.11.",2024-11-01
736,2024,11,1603,Hirschstettner Straße,G,0,Gesamt,Kfz,14995,15934,15893,15767,16478,15233,11000,16735,"Do,28.11.",2024-11-01
737,2024,11,1603,Hirschstettner Straße,G,0,Gesamt,LkwÄ,701,875,918,880,820,410,295,1136,"Do,28.11.",2024-11-01
744,2024,11,1608,Margaretengürtel/Matzl.Pl,B,221,A23,Kfz,23357,24107,23303,23924,25459,23191,20522,26877,"Fr,29.11.",2024-11-01
745,2024,11,1608,Margaretengürtel/Matzl.Pl,B,221,A23,LkwÄ,3631,4369,4341,4430,4215,2498,1811,4706,"Do,28.11.",2024-11-01
746,2024,11,1608,Margaretengürtel/Matzl.Pl,B,221,Wienzeile,Kfz,23164,24305,23499,24157,25558,22168,19594,26122,"Fr,29.11.",2024-11-01
747,2024,11,1608,Margaretengürtel/Matzl.Pl,B,221,Wienzeile,LkwÄ,897,1160,1164,1197,1048,453,289,1246,"Do,14.11.",2024-11-01
748,2024,11,1608,Margaretengürtel/Matzl.Pl,B,221,Gesamt,Kfz,46521,48412,46802,48081,51016,45359,40117,52999,"Fr,29.11.",2024-11-01
749,2024,11,1608,Margaretengürtel/Matzl.Pl,B,221,Gesamt,LkwÄ,4528,5529,5504,5626,5262,2950,2100,5887,"Do,28.11.",2024-11-01
750,2024,11,1611,Simmeringer Hauptstr. II,B,225,Schwechat,Kfz,7490,7701,7313,7630,8302,7528,6607,8401,"*Fr,08.11.",2024-11-01
751,2024,11,1611,Simmeringer Hauptstr. II,B,225,Schwechat,LkwÄ,324,428,424,438,402,152,78,474,"*Do,28.11.",2024-11-01
752,2024,11,1611,Simmeringer Hauptstr. II,B,225,Zentrum,Kfz,7528,7699,7679,7641,7895,7564,6804,8354,"Do,07.11.",2024-11-01
753,2024,11,1611,Simmeringer Hauptstr. II,B,225,Zentrum,LkwÄ,510,639,657,654,576,309,197,714,"Do,14.11.",2024-11-01
754,2024,11,1611,Simmeringer Hauptstr. II,B,225,Gesamt,Kfz,15017,15400,14992,15271,16197,15092,13411,16612,"*Fr,08.11.",2024-11-01
755,2024,11,1611,Simmeringer Hauptstr. II,B,225,Gesamt,LkwÄ,834,1067,1081,1092,979,461,275,1179,"*Do,14.11.",2024-11-01
756,2024,11,1612,Längenfeldgasse,G,0,Eichenstraße,Kfz,12051,13136,12749,13240,13211,11179,8583,13810,"Mi,27.11.",2024-11-01
757,2024,11,1612,Längenfeldgasse,G,0,Eichenstraße,LkwÄ,334,410,414,422,370,205,160,474,"Di,12.11.",2024-11-01
758,2024,11,1612,Längenfeldgasse,G,0,Wienerbergstraße,Kfz,8464,9270,8960,9231,9698,7558,6145,9922,"Fr,08.11.",2024-11-01
759,2024,11,1612,Längenfeldgasse,G,0,Wienerbergstraße,LkwÄ,411,500,498,510,474,261,203,552,"Di,12.11.",2024-11-01
760,2024,11,1612,Längenfeldgasse,G,0,Gesamt,Kfz,20515,22406,21709,22471,22908,18737,14727,23653,"Fr,29.11.",2024-11-01
761,2024,11,1612,Längenfeldgasse,G,0,Gesamt,LkwÄ,745,910,912,932,845,466,363,1026,"Di,12.11.",2024-11-01
762,2024,11,1613,Lainzer Straße,G,0,Zentrum,Kfz,4910,5549,5380,5603,5559,3994,3267,5927,"Do,07.11.",2024-11-01
763,2024,11,1613,Lainzer Straße,G,0,Zentrum,LkwÄ,420,505,489,520,475,281,217,565,"Do,21.11.",2024-11-01
764,2024,11,1613,Lainzer Straße,G,0,Fasangartengasse,Kfz,6830,7613,7369,7704,7584,5755,4775,8594,"Do,28.11.",2024-11-01
765,2024,11,1613,Lainzer Straße,G,0,Fasangartengasse,LkwÄ,633,758,756,783,686,428,338,853,"Do,28.11.",2024-11-01
766,2024,11,1613,Lainzer Straße,G,0,Gesamt,Kfz,11740,13162,12748,13307,13143,9749,8042,14324,"*Do,28.11.",2024-11-01
767,2024,11,1613,Lainzer Straße,G,0,Gesamt,LkwÄ,1053,1263,1245,1302,1161,709,556,1385,"Do,21.11.",2024-11-01
768,2024,11,1614,Maxingstraße,G,0,Montecuccoliplatz,Kfz,4717,5145,4998,5178,5195,4073,3647,5326,"Do,14.11.",2024-11-01
769,2024,11,1614,Maxingstraße,G,0,Montecuccoliplatz,LkwÄ,347,409,410,415,389,235,211,440,"Di,12.11.",2024-11-01
770,2024,11,1614,Maxingstraße,G,0,Zentrum,Kfz,7462,8249,7998,8375,8123,6271,5504,8659,"Do,28.11.",2024-11-01
771,2024,11,1614,Maxingstraße,G,0,Zentrum,LkwÄ,650,789,800,810,715,402,339,868,"Mi,06.11.",2024-11-01
772,2024,11,1614,Maxingstraße,G,0,Gesamt,Kfz,12179,13395,12997,13553,13318,10345,9152,13843,"Do,14.11.",2024-11-01
773,2024,11,1614,Maxingstraße,G,0,Gesamt,LkwÄ,996,1198,1210,1225,1104,636,550,1281,"Mi,06.11.",2024-11-01
780,2024,11,1616,Gersthofer Straße,G,0,Lidlgasse,Kfz,7799,8403,8041,8502,8467,7219,5960,8706,"Do,28.11.",2024-11-01
781,2024,11,1616,Gersthofer Straße,G,0,Lidlgasse,LkwÄ,737,882,918,942,666,400,494,1075,"*Mi,13.11.",2024-11-01
782,2024,11,1616,Gersthofer Straße,G,0,Türkenschanz-Park,Kfz,8351,8957,8700,9018,9030,7864,6412,9329,"Fr,08.11.",2024-11-01
783,2024,11,1616,Gersthofer Straße,G,0,Türkenschanz-Park,LkwÄ,910,1078,1103,1101,982,672,479,1239,"Mo,04.11.",2024-11-01
784,2024,11,1616,Gersthofer Straße,G,0,Gesamt,Kfz,16149,17360,16742,17520,17498,15083,12373,17883,"Fr,08.11.",2024-11-01
785,2024,11,1616,Gersthofer Straße,G,0,Gesamt,LkwÄ,1647,1960,2021,2044,1648,1072,973,2150,"*Di,05.11.",2024-11-01
786,2024,11,1617,Angerer Straße,G,0,Brünner Straße,Kfz,7132,7637,7790,7482,7952,6716,5528,8480,"*Fr,08.11.",2024-11-01
787,2024,11,1617,Angerer Straße,G,0,Brünner Straße,LkwÄ,218,293,285,310,253,89,48,335,"*Do,07.11.",2024-11-01
788,2024,11,1617,Angerer Straße,G,0,Donaufelder Str.,Kfz,6246,6754,6628,6784,6792,5656,4802,7413,"*Fr,08.11.",2024-11-01
789,2024,11,1617,Angerer Straße,G,0,Donaufelder Str.,LkwÄ,94,131,133,145,88,27,12,157,"*Di,12.11.",2024-11-01
790,2024,11,1617,Angerer Straße,G,0,Gesamt,Kfz,13378,14392,14418,14265,14745,12372,10330,15893,"*Fr,08.11.",2024-11-01
791,2024,11,1617,Angerer Straße,G,0,Gesamt,LkwÄ,312,425,418,455,341,116,60,481,"*Do,07.11.",2024-11-01
798,2024,11,1619,Breitenfurter Straße II,B,13,Liesinger Platz,Kfz,8035,8912,8716,8848,9299,7398,5164,9497,"Fr,29.11.",2024-11-01
799,2024,11,1619,Breitenfurter Straße II,B,13,Liesinger Platz,LkwÄ,307,369,365,371,367,191,174,385,"Di,05.11.",2024-11-01
800,2024,11,1619,Breitenfurter Straße II,B,13,Zentrum,Kfz,8168,9013,8707,9016,9310,7419,5538,9542,"Fr,29.11.",2024-11-01
801,2024,11,1619,Breitenfurter Straße II,B,13,Zentrum,LkwÄ,369,445,441,450,435,234,198,465,"Do,28.11.",2024-11-01
802,2024,11,1619,Breitenfurter Straße II,B,13,Gesamt,Kfz,16203,17925,17423,17864,18609,14817,10702,19039,"Fr,29.11.",2024-11-01
803,2024,11,1619,Breitenfurter Straße II,B,13,Gesamt,LkwÄ,676,814,806,821,802,426,372,837,"Do,28.11.",2024-11-01
804,2024,11,1620,Endresstraße,G,0,Mauerer Hauptplatz,Kfz,2980,3357,3315,3338,3456,2567,1886,3677,"Fr,08.11.",2024-11-01
805,2024,11,1620,Endresstraße,G,0,Mauerer Hauptplatz,LkwÄ,171,218,227,221,199,88,66,251,"Mo,11.11.",2024-11-01
806,2024,11,1620,Endresstraße,G,0,Atzgersdorf,Kfz,1888,2169,2153,2168,2190,1507,1143,2302,"Di,05.11.",2024-11-01
807,2024,11,1620,Endresstraße,G,0,Atzgersdorf,LkwÄ,256,325,338,329,301,135,103,368,"Di,12.11.",2024-11-01
808,2024,11,1620,Endresstraße,G,0,Gesamt,Kfz,4868,5526,5468,5506,5646,4073,3029,5943,"Fr,08.11.",2024-11-01
809,2024,11,1620,Endresstraße,G,0,Gesamt,LkwÄ,427,543,565,550,500,222,169,616,"Mo,11.11.",2024-11-01
810,2024,11,1621,Währinger Gürtel,B,221,Liechtenwerder Platz,Kfz,34014,33974,32386,33746,36248,35733,32453,37023,"Sa,30.11.",2024-11-01
811,2024,11,1621,Währinger Gürtel,B,221,Liechtenwerder Platz,LkwÄ,1829,2380,2415,2449,2137,937,517,2649,"Di,12.11.",2024-11-01
812,2024,11,1621,Währinger Gürtel,B,221,Wienzeile,Kfz,38242,38997,37602,38808,40956,38705,34761,41678,"Fr,29.11.",2024-11-01
813,2024,11,1621,Währinger Gürtel,B,221,Wienzeile,LkwÄ,2466,3200,3272,3302,2821,1251,743,3467,"Di,12.11.",2024-11-01
814,2024,11,1621,Währinger Gürtel,B,221,Gesamt,Kfz,72256,72971,69987,72554,77204,74437,67214,78276,"Fr,29.11.",2024-11-01
815,2024,11,1621,Währinger Gürtel,B,221,Gesamt,LkwÄ,4294,5580,5687,5751,4958,2188,1260,6116,"Di,12.11.",2024-11-01
816,2024,11,1622,Himberger Straße II,B,16,Zentrum,Kfz,4347,5059,5073,5139,4804,3331,2518,5421,"Mo,04.11.",2024-11-01
817,2024,11,1622,Himberger Straße II,B,16,Zentrum,LkwÄ,240,346,368,365,265,33,23,418,"Di,26.11.",2024-11-01
818,2024,11,1622,Himberger Straße II,B,16,Leopoldsdorfer Str.,Kfz,5351,6272,6091,6297,6378,4015,3001,6750,"Do,07.11.",2024-11-01
819,2024,11,1622,Himberger Straße II,B,16,Leopoldsdorfer Str.,LkwÄ,1006,1307,1311,1318,1270,519,292,1461,"Mo,04.11.",2024-11-01
820,2024,11,1622,Himberger Straße II,B,16,Gesamt,Kfz,9698,11331,11164,11436,11182,7346,5519,12014,"Do,07.11.",2024-11-01
821,2024,11,1622,Himberger Straße II,B,16,Gesamt,LkwÄ,1246,1652,1679,1682,1535,552,315,1863,"Mo,04.11.",2024-11-01
822,2024,11,1623,Breitenleer Straße II,G,0,Stadteinwärts,Kfz,6643,7282,7105,7311,7370,6167,4562,7730,"Mi,06.11.",2024-11-01
823,2024,11,1623,Breitenleer Straße II,G,0,Stadteinwärts,LkwÄ,641,846,846,884,730,296,165,969,"Di,12.11.",2024-11-01
824,2024,11,1623,Breitenleer Straße II,G,0,Stadtauswärts,Kfz,7557,8451,8321,8443,8605,6663,4876,8897,"Di,26.11.",2024-11-01
825,2024,11,1623,Breitenleer Straße II,G,0,Stadtauswärts,LkwÄ,510,672,662,706,580,205,168,803,"*Mi,13.11.",2024-11-01
826,2024,11,1623,Breitenleer Straße II,G,0,Gesamt,Kfz,14200,15732,15426,15754,15974,12830,9438,16201,"Mi,06.11.",2024-11-01
827,2024,11,1623,Breitenleer Straße II,G,0,Gesamt,LkwÄ,1151,1518,1508,1590,1310,501,333,1685,"*Di,12.11.",2024-11-01
828,2024,11,1624,Seyringer Straße,G,0,Wassermanngasse,Kfz,6596,7141,6990,6996,7727,6742,4269,7867,"Fr,29.11.",2024-11-01
829,2024,11,1624,Seyringer Straße,G,0,Wassermanngasse,LkwÄ,311,439,456,457,370,80,31,502,"Do,14.11.",2024-11-01
830,2024,11,1624,Seyringer Straße,G,0,Ernst-Kein-Gasse,Kfz,5672,6204,6023,6112,6661,5621,3595,6851,"Fr,29.11.",2024-11-01
831,2024,11,1624,Seyringer Straße,G,0,Ernst-Kein-Gasse,LkwÄ,253,359,378,374,297,55,27,410,"Mi,13.11.",2024-11-01
832,2024,11,1624,Seyringer Straße,G,0,Gesamt,Kfz,12268,13345,13013,13108,14388,12364,7864,14718,"Fr,29.11.",2024-11-01
833,2024,11,1624,Seyringer Straße,G,0,Gesamt,LkwÄ,565,799,834,831,667,135,57,897,"Mo,04.11.",2024-11-01
834,2024,11,1625,Favoritenstraße,G,0,Karlsplatz (Zentrum),Kfz,10997,11595,11240,11530,12142,10604,9001,12877,"Fr,22.11.",2024-11-01
835,2024,11,1625,Favoritenstraße,G,0,Karlsplatz (Zentrum),LkwÄ,161,221,237,224,198,55,27,272,"Do,07.11.",2024-11-01
836,2024,11,1625,Favoritenstraße,G,0,Südtiroler Platz,Kfz,3813,4178,4049,4184,4292,3332,2831,5108,"Do,21.11.",2024-11-01
837,2024,11,1625,Favoritenstraße,G,0,Südtiroler Platz,LkwÄ,227,298,283,301,304,97,73,369,"Mi,20.11.",2024-11-01
838,2024,11,1625,Favoritenstraße,G,0,Gesamt,Kfz,14810,15773,15290,15714,16434,13937,11832,17896,"Fr,22.11.",2024-11-01
839,2024,11,1625,Favoritenstraße,G,0,Gesamt,LkwÄ,388,519,520,524,502,152,100,593,"Do,07.11.",2024-11-01
840,2024,11,1626,Ludwig-van-Höhnel-Gasse,B,225,Verteilerkreis,Kfz,9537,10017,9753,9908,10610,9162,7988,10787,"Fr,08.11.",2024-11-01
841,2024,11,1626,Ludwig-van-Höhnel-Gasse,B,225,Verteilerkreis,LkwÄ,440,581,603,600,504,172,141,646,"Di,12.11.",2024-11-01
842,2024,11,1626,Ludwig-van-Höhnel-Gasse,B,225,Laaer-Berg-Str.,Kfz,10187,10511,10210,10461,10962,10117,8961,11236,"Fr,08.11.",2024-11-01
843,2024,11,1626,Ludwig-van-Höhnel-Gasse,B,225,Laaer-Berg-Str.,LkwÄ,777,1008,1026,1033,915,372,255,1077,"Mo,18.11.",2024-11-01
844,2024,11,1626,Ludwig-van-Höhnel-Gasse,B,225,Gesamt,Kfz,19724,20529,19963,20369,21572,19279,16949,22023,"Fr,08.11.",2024-11-01
845,2024,11,1626,Ludwig-van-Höhnel-Gasse,B,225,Gesamt,LkwÄ,1216,1589,1629,1633,1420,544,397,1695,"Mi,13.11.",2024-11-01
846,2024,11,1627,Felberstraße,B,224,Neubauguertel,Kfz,9444,9809,9442,9765,10306,9329,8101,10434,"Fr,22.11.",2024-11-01
847,2024,11,1627,Felberstraße,B,224,Neubauguertel,LkwÄ,493,633,639,647,584,271,154,710,"Mi,06.11.",2024-11-01
848,2024,11,1627,Felberstraße,B,224,Schweglerstraße,Kfz,8551,8786,8462,8766,9169,8577,7583,9366,"Fr,29.11.",2024-11-01
849,2024,11,1627,Felberstraße,B,224,Schweglerstraße,LkwÄ,69,82,82,82,82,47,37,98,"Fr,08.11.",2024-11-01
850,2024,11,1627,Felberstraße,B,224,Gesamt,Kfz,17995,18595,17904,18532,19475,17907,15684,19800,"Fr,29.11.",2024-11-01
851,2024,11,1627,Felberstraße,B,224,Gesamt,LkwÄ,561,715,721,729,666,319,191,786,"Mi,06.11.",2024-11-01
852,2024,10,1075,Reichsbrücke,B,8,Leopoldstadt,Kfz,17869,19490,18943,19829,18764,14338,12529,22026,"*Do,31.10.",2024-10-01
853,2024,10,1075,Reichsbrücke,B,8,Leopoldstadt,LkwÄ,746,873,853,902,786,421,354,1068,"*Mi,16.10.",2024-10-01
854,2024,10,1075,Reichsbrücke,B,8,Donaustadt,Kfz,15056,16142,14854,16449,16280,13366,11076,17747,"Di,01.10.",2024-10-01
855,2024,10,1075,Reichsbrücke,B,8,Donaustadt,LkwÄ,650,786,786,803,722,346,210,940,"Di,01.10.",2024-10-01
856,2024,10,1075,Reichsbrücke,B,8,Gesamt,Kfz,32925,35632,33796,36278,35045,27704,23605,38734,"*Do,31.10.",2024-10-01
857,2024,10,1075,Reichsbrücke,B,8,Gesamt,LkwÄ,1396,1659,1640,1705,1507,767,564,1869,"*Mi,02.10.",2024-10-01
858,2024,10,1078,Westbahnhof,B,221,Wienzeile,Kfz,36946,37087,36053,36750,39381,38942,35100,39924,"Fr,25.10.",2024-10-01
859,2024,10,1078,Westbahnhof,B,221,Wienzeile,LkwÄ,827,996,1031,1015,893,438,279,1071,"Mo,28.10.",2024-10-01
