,JAHR,MONAT,ZNR,ZNAME,STRTYP,STRNR,RINAME,FZTYP,DTVMS,DTVMF,DTVMO,DTVDD,DTVFR,DTVSA,DTVSF,TVMAX,TVMAXT,DATUM
2195,2024,7,1182,Simmeringer Hptstr.,B,225,Gesamt,LkwÄ,1255,1553,1474,1617,1429,483,317,1744,"*Di,02.07.",2024-07-01
2196,2024,7,1184,Himberger Straße,G,0,Zentrum,Kfz,5603,6158,6229,6185,5972,4352,3666,6891,"Di,02.07.",2024-07-01
2197,2024,7,1184,Himberger Straße,G,0,Zentrum,LkwÄ,242,309,310,319,274,68,26,354,"Mi,10.07.",2024-07-01
2198,2024,7,1184,Himberger Straße,G,0,Leopoldsdorf,Kfz,5273,5792,5601,5799,6011,4199,3357,6744,"Fr,05.07.",2024-07-01
2199,2024,7,1184,Himberger Straße,G,0,Leopoldsdorf,LkwÄ,197,249,227,260,240,63,30,303,"Mi,17.07.",2024-07-01
2200,2024,7,1184,Himberger Straße,G,0,Gesamt,Kfz,10876,11950,11829,11984,11984,8551,7022,13136,"Fr,05.07.",2024-07-01
2201,2024,7,1184,Himberger Straße,G,0,Gesamt,LkwÄ,439,559,537,579,514,131,56,632,"Mi,17.07.",2024-07-01
2202,2024,7,1187,Triester Straße,B,17,Zentrum,Kfz,13683,14739,13939,14978,14902,13054,8240,15727,"*Do,04.07.",2024-07-01
2203,2024,7,1187,Triester Straße,B,17,Zentrum,LkwÄ,818,1001,962,1044,897,370,214,1086,"*Mi,10.07.",2024-07-01
2204,2024,7,1187,Triester Straße,B,17,Wr. Neudorf,Kfz,8592,9562,9474,9595,9554,7172,4435,10433,"Fr,05.07.",2024-07-01
2205,2024,7,1187,Triester Straße,B,17,Wr. Neudorf,LkwÄ,544,652,654,669,592,291,170,720,"Mi,10.07.",2024-07-01
2206,2024,7,1187,Triester Straße,B,17,Gesamt,Kfz,22275,24300,23413,24573,24456,20226,12676,25894,"*Do,04.07.",2024-07-01
2207,2024,7,1187,Triester Straße,B,17,Gesamt,LkwÄ,1361,1653,1616,1713,1489,660,384,1806,"*Mi,10.07.",2024-07-01
2208,2024,7,1188,Altmannsdorfer Straße,B,224,Zentrum,Kfz,8700,9554,9683,9568,9341,7529,4967,11090,"Di,02.07.",2024-07-01
2209,2024,7,1188,Altmannsdorfer Straße,B,224,Zentrum,LkwÄ,416,519,531,540,431,151,90,570,"Di,16.07.",2024-07-01
2210,2024,7,1188,Altmannsdorfer Straße,B,224,Vösendorf,Kfz,8379,9242,9405,9199,9188,7396,4402,10252,"Do,04.07.",2024-07-01
2211,2024,7,1188,Altmannsdorfer Straße,B,224,Vösendorf,LkwÄ,413,513,528,521,465,148,104,575,"Mo,08.07.",2024-07-01
2212,2024,7,1188,Altmannsdorfer Straße,B,224,Gesamt,Kfz,17080,18795,19088,18767,18529,14924,9369,20769,"Di,02.07.",2024-07-01
2213,2024,7,1188,Altmannsdorfer Straße,B,224,Gesamt,LkwÄ,829,1032,1059,1061,896,299,194,1134,"Mo,08.07.",2024-07-01
2214,2024,7,1189,Shuttleworthstraße,B,229,Zentrum,Kfz,9717,10557,10595,10538,10576,8213,6389,11126,"Mo,01.07.",2024-07-01
2215,2024,7,1189,Shuttleworthstraße,B,229,Zentrum,LkwÄ,474,599,629,621,483,141,93,691,"Mo,01.07.",2024-07-01
2216,2024,7,1189,Shuttleworthstraße,B,229,Leopoldau,Kfz,9260,10187,10285,10228,9922,7478,5710,10959,"Mi,03.07.",2024-07-01
2217,2024,7,1189,Shuttleworthstraße,B,229,Leopoldau,LkwÄ,464,590,631,609,472,130,76,690,"Mo,01.07.",2024-07-01
2218,2024,7,1189,Shuttleworthstraße,B,229,Gesamt,Kfz,18977,20745,20880,20767,20498,15691,12098,22023,"Mo,01.07.",2024-07-01
2219,2024,7,1189,Shuttleworthstraße,B,229,Gesamt,LkwÄ,939,1188,1259,1230,955,271,170,1381,"Mo,01.07.",2024-07-01
2220,2024,7,1190,Angyalföldstraße,B,3,Kagran,Kfz,6095,6587,6490,6584,6718,5552,3814,7141,"Mo,01.07.",2024-07-01
2221,2024,7,1190,Angyalföldstraße,B,3,Kagran,LkwÄ,223,274,275,283,242,86,67,316,"Do,18.07.",2024-07-01
2222,2024,7,1190,Angyalföldstraße,B,3,Floridsdorf,Kfz,5506,5902,5881,5878,6012,5064,3672,6367,"Fr,05.07.",2024-07-01
2223,2024,7,1190,Angyalföldstraße,B,3,Floridsdorf,LkwÄ,165,207,220,210,184,45,38,250,"Di,09.07.",2024-07-01
2224,2024,7,1190,Angyalföldstraße,B,3,Gesamt,Kfz,11602,12489,12371,12462,12730,10616,7486,13413,"Fr,05.07.",2024-07-01
2225,2024,7,1190,Angyalföldstraße,B,3,Gesamt,LkwÄ,388,482,495,493,426,131,104,563,"Di,09.07.",2024-07-01
2226,2024,7,1191,Wientalstraße,B,1,Zentrum,Kfz,23571,24227,24273,24225,24178,22193,21179,25547,"Do,04.07.",2024-07-01
2227,2024,7,1191,Wientalstraße,B,1,Zentrum,LkwÄ,805,961,950,987,880,448,266,1055,"Do,04.07.",2024-07-01
2228,2024,7,1191,Wientalstraße,B,1,St. Pölten,Kfz,21768,22831,22024,22710,24260,20766,16657,24886,"Fr,05.07.",2024-07-01
2229,2024,7,1191,Wientalstraße,B,1,St. Pölten,LkwÄ,715,863,875,885,773,325,252,930,"Do,04.07.",2024-07-01
2230,2024,7,1191,Wientalstraße,B,1,Gesamt,Kfz,45339,47058,46298,46935,48438,42960,37836,50231,"Fr,05.07.",2024-07-01
2231,2024,7,1191,Wientalstraße,B,1,Gesamt,LkwÄ,1520,1824,1825,1872,1654,772,517,1985,"Do,04.07.",2024-07-01
2232,2024,7,1192,Hauptstraße,G,0,Zentrum,Kfz,5568,5903,5946,5864,5983,5361,3850,6552,"Mo,01.07.",2024-07-01
2233,2024,7,1192,Hauptstraße,G,0,Zentrum,LkwÄ,292,340,351,343,316,179,125,395,"Mo,01.07.",2024-07-01
2234,2024,7,1192,Hauptstraße,G,0,St. Pölten,Kfz,6184,6637,6493,6576,7035,5919,3843,7564,"Mo,01.07.",2024-07-01
2235,2024,7,1192,Hauptstraße,G,0,St. Pölten,LkwÄ,297,346,344,353,322,181,134,418,"Mo,01.07.",2024-07-01
2236,2024,7,1192,Hauptstraße,G,0,Gesamt,Kfz,11752,12540,12439,12440,13018,11280,7694,14116,"Mo,01.07.",2024-07-01
2237,2024,7,1192,Hauptstraße,G,0,Gesamt,LkwÄ,589,686,695,696,639,360,260,813,"Mo,01.07.",2024-07-01
2238,2024,7,1193,Heiligenstädter Straße,B,14,Zentrum,Kfz,16518,17559,16871,17880,17295,14442,12612,18440,"Di,09.07.",2024-07-01
2239,2024,7,1193,Heiligenstädter Straße,B,14,Zentrum,LkwÄ,700,853,866,878,751,320,196,958,"Mi,03.07.",2024-07-01
2240,2024,7,1193,Heiligenstädter Straße,B,14,Klosterneuburg,Kfz,16348,17355,16717,17675,17030,14231,12672,18283,"Di,09.07.",2024-07-01
2241,2024,7,1193,Heiligenstädter Straße,B,14,Klosterneuburg,LkwÄ,698,851,877,872,744,306,212,937,"Mi,03.07.",2024-07-01
2242,2024,7,1193,Heiligenstädter Straße,B,14,Gesamt,Kfz,32866,34914,33588,35556,34325,28672,25284,36723,"Di,09.07.",2024-07-01
2243,2024,7,1193,Heiligenstädter Straße,B,14,Gesamt,LkwÄ,1398,1704,1744,1750,1496,626,408,1895,"Mi,03.07.",2024-07-01
2244,2024,7,1194,Prager Straße,B,3,Zentrum,Kfz,4636,5019,4995,4940,5328,4773,2291,5493,"Fr,05.07.",2024-07-01
2245,2024,7,1194,Prager Straße,B,3,Zentrum,LkwÄ,181,222,228,223,212,81,44,245,"Mo,15.07.",2024-07-01
2246,2024,7,1194,Prager Straße,B,3,Langenzersd.,Kfz,4536,4942,4974,4853,5210,4592,2146,5347,"Fr,05.07.",2024-07-01
2247,2024,7,1194,Prager Straße,B,3,Langenzersd.,LkwÄ,172,212,215,214,202,76,35,231,"Mi,03.07.",2024-07-01
2248,2024,7,1194,Prager Straße,B,3,Gesamt,Kfz,9171,9961,9970,9793,10538,9364,4438,10840,"Fr,05.07.",2024-07-01
2249,2024,7,1194,Prager Straße,B,3,Gesamt,LkwÄ,353,434,443,437,413,157,79,473,"Mi,03.07.",2024-07-01
2250,2024,7,1195,Wagramer Straße,B,8,Zentrum,Kfz,3510,3852,3857,3881,3746,2845,2211,4392,"Mo,01.07.",2024-07-01
2251,2024,7,1195,Wagramer Straße,B,8,Zentrum,LkwÄ,151,184,186,190,160,66,49,221,"Do,25.07.",2024-07-01
2252,2024,7,1195,Wagramer Straße,B,8,Süßenbrunn,Kfz,3585,3884,3732,3951,3840,3106,2340,4368,"Mi,24.07.",2024-07-01
2253,2024,7,1195,Wagramer Straße,B,8,Süßenbrunn,LkwÄ,170,204,190,212,192,83,62,251,"Mi,03.07.",2024-07-01
2254,2024,7,1195,Wagramer Straße,B,8,Gesamt,Kfz,7095,7736,7588,7832,7586,5951,4551,8263,"Mo,01.07.",2024-07-01
2255,2024,7,1195,Wagramer Straße,B,8,Gesamt,LkwÄ,321,388,376,402,352,149,112,455,"Mi,03.07.",2024-07-01
2256,2024,7,1196,Erzherzog-Karl-Str.,B,3,Groß-Enzersdorf,Kfz,9224,10004,9881,10005,10158,7878,6080,10859,"Fr,05.07.",2024-07-01
2257,2024,7,1196,Erzherzog-Karl-Str.,B,3,Groß-Enzersdorf,LkwÄ,240,292,288,302,261,102,76,342,"Di,02.07.",2024-07-01
2258,2024,7,1196,Erzherzog-Karl-Str.,B,3,Kagran,Kfz,9746,10584,10443,10618,10642,8167,6506,11417,"Mi,03.07.",2024-07-01
2259,2024,7,1196,Erzherzog-Karl-Str.,B,3,Kagran,LkwÄ,460,532,529,539,513,272,232,592,"Di,02.07.",2024-07-01
2260,2024,7,1196,Erzherzog-Karl-Str.,B,3,Gesamt,Kfz,18970,20589,20324,20623,20799,16046,12585,22201,"Do,04.07.",2024-07-01
2261,2024,7,1196,Erzherzog-Karl-Str.,B,3,Gesamt,LkwÄ,700,824,817,841,774,374,308,934,"Di,02.07.",2024-07-01
2268,2024,7,1198,Brünner Straße,B,7,Zentrum,Kfz,8832,9548,9649,9460,9730,8264,5280,10487,"Fr,05.07.",2024-07-01
2269,2024,7,1198,Brünner Straße,B,7,Zentrum,LkwÄ,394,487,514,492,436,180,76,577,"Mi,03.07.",2024-07-01
2270,2024,7,1198,Brünner Straße,B,7,Wolkersdorf,Kfz,7653,8297,8167,8221,8726,7260,4342,9175,"Fr,05.07.",2024-07-01
2271,2024,7,1198,Brünner Straße,B,7,Wolkersdorf,LkwÄ,374,459,473,469,406,191,71,535,"Mi,03.07.",2024-07-01
2272,2024,7,1198,Brünner Straße,B,7,Gesamt,Kfz,16485,17845,17816,17681,18456,15524,9622,19662,"Fr,05.07.",2024-07-01
2273,2024,7,1198,Brünner Straße,B,7,Gesamt,LkwÄ,768,945,987,960,842,371,147,1112,"Mi,03.07.",2024-07-01
2280,2024,7,1200,Vorarlberger Allee West,G,0,Zentrum,Kfz,6467,7569,7689,7725,6877,3832,2766,8337,"Di,02.07.",2024-07-01
2281,2024,7,1200,Vorarlberger Allee West,G,0,Zentrum,LkwÄ,896,1128,1161,1156,990,287,167,1231,"Mi,31.07.",2024-07-01
2282,2024,7,1200,Vorarlberger Allee West,G,0,S1,Kfz,6341,7523,7413,7673,7136,3557,2330,8212,"Do,04.07.",2024-07-01
2283,2024,7,1200,Vorarlberger Allee West,G,0,S1,LkwÄ,969,1227,1209,1263,1125,286,171,1362,"Mi,03.07.",2024-07-01
2284,2024,7,1200,Vorarlberger Allee West,G,0,Gesamt,Kfz,12809,15093,15102,15398,14013,7388,5096,16470,"Di,02.07.",2024-07-01
2285,2024,7,1200,Vorarlberger Allee West,G,0,Gesamt,LkwÄ,1865,2355,2370,2418,2115,573,338,2556,"Mi,03.07.",2024-07-01
2286,2024,7,1201,Vorarlberger Allee Ost,G,0,Laxenburger Str.,Kfz,4069,4865,4928,4918,4597,2204,1362,6307,"Do,25.07.",2024-07-01
2287,2024,7,1201,Vorarlberger Allee Ost,G,0,Laxenburger Str.,LkwÄ,998,1245,1281,1263,1136,339,236,1689,"Do,25.07.",2024-07-01
2288,2024,7,1201,Vorarlberger Allee Ost,G,0,S1,Kfz,4396,5307,5464,5420,4714,2178,1380,7906,"Di,30.07.",2024-07-01
2289,2024,7,1201,Vorarlberger Allee Ost,G,0,S1,LkwÄ,986,1241,1270,1284,1052,289,215,1996,"*Di,30.07.",2024-07-01
2290,2024,7,1201,Vorarlberger Allee Ost,G,0,Gesamt,Kfz,8466,10171,10392,10338,9311,4383,2742,13979,"Do,25.07.",2024-07-01
2291,2024,7,1201,Vorarlberger Allee Ost,G,0,Gesamt,LkwÄ,1983,2485,2552,2547,2187,628,452,3605,"Do,25.07.",2024-07-01
2292,2024,7,1202,Spange Vösendorf,G,0,Vösendorf,Kfz,6159,7048,7116,7086,6828,4509,2696,7708,"Mo,08.07.",2024-07-01
2293,2024,7,1202,Spange Vösendorf,G,0,Vösendorf,LkwÄ,461,590,613,606,504,109,70,652,"Do,11.07.",2024-07-01
2294,2024,7,1202,Spange Vösendorf,G,0,S1,Kfz,6257,7186,7136,7234,7080,4675,2499,7724,"Di,02.07.",2024-07-01
2295,2024,7,1202,Spange Vösendorf,G,0,S1,LkwÄ,465,595,619,612,506,118,63,688,"Mi,10.07.",2024-07-01
2296,2024,7,1202,Spange Vösendorf,G,0,Gesamt,Kfz,12416,14234,14252,14320,13908,9184,5194,15218,"Mo,08.07.",2024-07-01
2297,2024,7,1202,Spange Vösendorf,G,0,Gesamt,LkwÄ,926,1185,1232,1218,1010,227,133,1313,"Mi,10.07.",2024-07-01
2310,2024,7,1205,Hernalser Hauptstraße,G,0,Zentrum,Kfz,8232,8566,8352,8603,8707,7688,6853,8913,"Mi,03.07.",2024-07-01
2311,2024,7,1205,Hernalser Hauptstraße,G,0,Zentrum,LkwÄ,181,221,224,227,196,90,43,253,"Mi,24.07.",2024-07-01
2312,2024,7,1205,Hernalser Hauptstraße,G,0,Dornbach,Kfz,7458,7802,7762,7845,7704,6780,6158,8238,"Mi,03.07.",2024-07-01
2313,2024,7,1205,Hernalser Hauptstraße,G,0,Dornbach,LkwÄ,164,203,197,212,178,70,34,234,"Mi,24.07.",2024-07-01
2314,2024,7,1205,Hernalser Hauptstraße,G,0,Gesamt,Kfz,15690,16369,16114,16447,16411,14468,13011,17151,"Mi,03.07.",2024-07-01
2315,2024,7,1205,Hernalser Hauptstraße,G,0,Gesamt,LkwÄ,345,424,420,440,374,160,76,487,"Mi,24.07.",2024-07-01
2316,2024,7,1206,Hütteldorfer Straße,G,0,Zentrum,Kfz,5284,5648,5699,5633,5634,4666,3813,6612,"Mo,01.07.",2024-07-01
2317,2024,7,1206,Hütteldorfer Straße,G,0,Zentrum,LkwÄ,90,115,115,118,103,26,9,138,"Mo,01.07.",2024-07-01
2318,2024,7,1206,Hütteldorfer Straße,G,0,Hütteldorf,Kfz,4646,4935,4956,4933,4913,4213,3418,5711,"Mo,01.07.",2024-07-01
2319,2024,7,1206,Hütteldorfer Straße,G,0,Hütteldorf,LkwÄ,69,86,82,89,80,28,18,114,"Di,02.07.",2024-07-01
2320,2024,7,1206,Hütteldorfer Straße,G,0,Gesamt,Kfz,9930,10583,10656,10567,10547,8879,7232,12323,"Mo,01.07.",2024-07-01
2321,2024,7,1206,Hütteldorfer Straße,G,0,Gesamt,LkwÄ,159,201,197,207,183,54,27,240,"Di,02.07.",2024-07-01
2322,2024,7,1207,Altmannsdorfer Straße II,B,224,Zentrum,Kfz,17404,17878,18426,17844,17312,16584,15494,23802,"Mo,08.07.",2024-07-01
2323,2024,7,1207,Altmannsdorfer Straße II,B,224,Zentrum,LkwÄ,825,1035,1086,1057,893,277,168,1379,"Mo,08.07.",2024-07-01
2324,2024,7,1207,Altmannsdorfer Straße II,B,224,Vösendorf,Kfz,22632,23278,23885,23098,23147,22278,19275,27466,"Di,09.07.",2024-07-01
2325,2024,7,1207,Altmannsdorfer Straße II,B,224,Vösendorf,LkwÄ,863,1062,1134,1077,917,374,209,1346,"Do,04.07.",2024-07-01
2326,2024,7,1207,Altmannsdorfer Straße II,B,224,Gesamt,Kfz,40036,41156,42311,40943,40459,38862,34768,51014,"Do,04.07.",2024-07-01
2327,2024,7,1207,Altmannsdorfer Straße II,B,224,Gesamt,LkwÄ,1688,2096,2220,2134,1810,651,377,2688,"Mo,08.07.",2024-07-01
2328,2024,7,1208,Wienerbergstraße,B,225,Breitenfurter Straße,Kfz,11003,12189,12036,12486,11339,7948,7242,13141,"Mi,17.07.",2024-07-01
2329,2024,7,1208,Wienerbergstraße,B,225,Breitenfurter Straße,LkwÄ,640,763,760,786,687,304,268,865,"Mi,17.07.",2024-07-01
2330,2024,7,1208,Wienerbergstraße,B,225,Triester Straße,Kfz,10672,12077,11368,12403,11822,7460,5804,14724,"Do,11.07.",2024-07-01
2331,2024,7,1208,Wienerbergstraße,B,225,Triester Straße,LkwÄ,641,773,760,792,722,284,236,954,"Do,11.07.",2024-07-01
2332,2024,7,1208,Wienerbergstraße,B,225,Gesamt,Kfz,21675,24265,23403,24889,23160,15408,13046,27765,"Do,11.07.",2024-07-01
2333,2024,7,1208,Wienerbergstraße,B,225,Gesamt,LkwÄ,1281,1536,1521,1578,1410,587,505,1752,"Do,11.07.",2024-07-01
2334,2024,7,1209,Atzgersdorfer Straße,G,0,Stranzenberg Brücke,Kfz,7483,8260,7956,8500,7803,5553,4944,9135,"Do,11.07.",2024-07-01
2335,2024,7,1209,Atzgersdorfer Straße,G,0,Stranzenberg Brücke,LkwÄ,218,263,259,270,247,97,78,310,"Fr,12.07.",2024-07-01
2336,2024,7,1209,Atzgersdorfer Straße,G,0,Rosenhügelstraße,Kfz,8268,9144,8695,9367,8924,6199,5299,10497,"Do,11.07.",2024-07-01
2337,2024,7,1209,Atzgersdorfer Straße,G,0,Rosenhügelstraße,LkwÄ,234,283,267,288,284,108,78,335,"Do,11.07.",2024-07-01
2338,2024,7,1209,Atzgersdorfer Straße,G,0,Gesamt,Kfz,15751,17404,16651,17867,16727,11752,10243,19632,"Do,11.07.",2024-07-01
2339,2024,7,1209,Atzgersdorfer Straße,G,0,Gesamt,LkwÄ,452,546,526,557,532,205,156,637,"Fr,12.07.",2024-07-01
2346,2024,7,1211,Laxenburger Straße II,B,230,Zentrum,Kfz,6856,7859,7795,8002,7441,4594,3352,9607,"Di,09.07.",2024-07-01
2347,2024,7,1211,Laxenburger Straße II,B,230,Zentrum,LkwÄ,1559,1900,1909,1944,1734,666,496,3195,"Di,09.07.",2024-07-01
2348,2024,7,1211,Laxenburger Straße II,B,230,S1,Kfz,6726,7736,7437,7676,8320,4599,3048,10806,"Do,04.07.",2024-07-01
2349,2024,7,1211,Laxenburger Straße II,B,230,S1,LkwÄ,1353,1632,1601,1617,1722,629,468,2335,"Mi,10.07.",2024-07-01
2350,2024,7,1211,Laxenburger Straße II,B,230,Gesamt,Kfz,13582,15595,15231,15677,15762,9193,6400,19274,"Do,04.07.",2024-07-01
2351,2024,7,1211,Laxenburger Straße II,B,230,Gesamt,LkwÄ,2912,3532,3510,3561,3456,1294,964,4939,"Di,09.07.",2024-07-01
2352,2024,7,1212,Donaustadtstraße II,B,3,A 23,Kfz,9855,10686,10387,10753,10825,8225,6707,12024,"Do,04.07.",2024-07-01
2353,2024,7,1212,Donaustadtstraße II,B,3,A 23,LkwÄ,484,596,606,619,503,191,136,705,"*Do,04.07.",2024-07-01
2354,2024,7,1212,Donaustadtstraße II,B,3,Erzherzog-Karl-Str.,Kfz,8098,8467,8816,8387,8311,7120,6952,9704,"*Mo,01.07.",2024-07-01
2355,2024,7,1212,Donaustadtstraße II,B,3,Erzherzog-Karl-Str.,LkwÄ,390,488,495,514,387,125,90,591,"*Do,04.07.",2024-07-01
2356,2024,7,1212,Donaustadtstraße II,B,3,Gesamt,Kfz,17953,19153,19203,19140,19136,15346,13660,21691,"*Do,04.07.",2024-07-01
2357,2024,7,1212,Donaustadtstraße II,B,3,Gesamt,LkwÄ,874,1084,1101,1133,890,316,226,1296,"*Do,04.07.",2024-07-01
2370,2024,7,1215,Erzherzog-Karl-Straße III,B,3,Genochplatz,Kfz,12013,12302,11798,12293,12963,12008,10354,13235,"*Mi,03.07.",2024-07-01
2371,2024,7,1215,Erzherzog-Karl-Straße III,B,3,Genochplatz,LkwÄ,591,725,712,760,618,233,176,922,"*Mi,03.07.",2024-07-01
2372,2024,7,1215,Erzherzog-Karl-Straße III,B,3,Siegesplatz,Kfz,13414,14006,13658,14035,14340,12403,11021,14719,"*Mi,03.07.",2024-07-01
2373,2024,7,1215,Erzherzog-Karl-Straße III,B,3,Siegesplatz,LkwÄ,641,790,772,825,687,245,183,895,"*Mi,03.07.",2024-07-01
2374,2024,7,1215,Erzherzog-Karl-Straße III,B,3,Gesamt,Kfz,25427,26308,25456,26328,27303,24411,21375,27954,"*Mi,03.07.",2024-07-01
2375,2024,7,1215,Erzherzog-Karl-Straße III,B,3,Gesamt,LkwÄ,1232,1515,1484,1586,1304,478,360,1817,"*Mi,03.07.",2024-07-01
2376,2024,7,1216,Perchtoldsdorfer Straße,G,0,stadteinwärts,Kfz,3229,3509,3387,3557,3490,2658,2191,3733,"Di,09.07.",2024-07-01
2377,2024,7,1216,Perchtoldsdorfer Straße,G,0,stadteinwärts,LkwÄ,157,179,177,179,178,101,92,195,"Di,09.07.",2024-07-01
2378,2024,7,1216,Perchtoldsdorfer Straße,G,0,stadtauswärts,Kfz,3305,3609,3439,3658,3647,2726,2140,4134,"Do,11.07.",2024-07-01
2379,2024,7,1216,Perchtoldsdorfer Straße,G,0,stadtauswärts,LkwÄ,121,139,138,143,124,80,60,164,"Do,11.07.",2024-07-01
2380,2024,7,1216,Perchtoldsdorfer Straße,G,0,Gesamt,Kfz,6534,7117,6826,7216,7137,5384,4331,7797,"Do,11.07.",2024-07-01
2381,2024,7,1216,Perchtoldsdorfer Straße,G,0,Gesamt,LkwÄ,278,317,315,322,302,181,151,351,"Do,11.07.",2024-07-01
2382,2024,7,1217,Museumstraße,G,0,Landesgerichtsstraße,Kfz,5437,6071,5563,6269,6013,4084,3142,6842,"*Fr,05.07.",2024-07-01
2383,2024,7,1217,Museumstraße,G,0,Landesgerichtsstraße,LkwÄ,99,128,119,131,128,22,8,160,"*Do,11.07.",2024-07-01
2384,2024,7,1217,Museumstraße,G,0,Getreidemarkt,Kfz,11193,12196,11281,12560,12065,8926,7695,14278,"*Di,02.07.",2024-07-01
2385,2024,7,1217,Museumstraße,G,0,Getreidemarkt,LkwÄ,222,270,233,290,247,94,70,351,"*Do,04.07.",2024-07-01
2386,2024,7,1217,Museumstraße,G,0,Gesamt,Kfz,16630,18267,16844,18830,18078,13010,10837,20562,"*Do,04.07.",2024-07-01
2387,2024,7,1217,Museumstraße,G,0,Gesamt,LkwÄ,320,398,352,420,376,116,78,497,"*Do,04.07.",2024-07-01
2388,2024,7,1218,Spange Leopoldsdorf,G,0,Leopoldsdorfer Straß,Kfz,4080,4427,4239,4431,4650,3399,2769,5291,"Fr,05.07.",2024-07-01
2389,2024,7,1218,Spange Leopoldsdorf,G,0,Leopoldsdorfer Straß,LkwÄ,130,164,166,163,163,41,25,182,"Fr,05.07.",2024-07-01
2390,2024,7,1218,Spange Leopoldsdorf,G,0,Himberger Straße,Kfz,3835,4162,4107,4266,3867,2904,2888,4846,"Di,02.07.",2024-07-01
2391,2024,7,1218,Spange Leopoldsdorf,G,0,Himberger Straße,LkwÄ,123,158,160,168,123,28,18,202,"Do,04.07.",2024-07-01
2392,2024,7,1218,Spange Leopoldsdorf,G,0,Gesamt,Kfz,7916,8589,8346,8696,8517,6303,5657,9356,"Fr,05.07.",2024-07-01
2393,2024,7,1218,Spange Leopoldsdorf,G,0,Gesamt,LkwÄ,254,322,326,331,286,70,44,376,"Do,04.07.",2024-07-01
2400,2024,7,1220,Am Heumarkt,B,1,Schwarzenbergplatz,Kfz,5745,6494,6340,6731,5859,3876,3307,7725,"*Di,02.07.",2024-07-01
2401,2024,7,1220,Am Heumarkt,B,1,Schwarzenbergplatz,LkwÄ,200,232,226,238,215,119,98,287,"*Di,02.07.",2024-07-01
2402,2024,7,1220,Am Heumarkt,B,1,Urania,Kfz,15432,16583,16010,16898,16194,13089,11158,18520,"Do,04.07.",2024-07-01
2403,2024,7,1220,Am Heumarkt,B,1,Urania,LkwÄ,521,609,548,641,573,284,249,883,"Do,04.07.",2024-07-01
2404,2024,7,1220,Am Heumarkt,B,1,Gesamt,Kfz,21177,23077,22350,23629,22053,16964,14466,26008,"Do,04.07.",2024-07-01
2405,2024,7,1220,Am Heumarkt,B,1,Gesamt,LkwÄ,720,840,774,879,788,404,346,1137,"Do,04.07.",2024-07-01
2406,2024,7,1221,Grenzackerstraße,B,225,Laxenburger Straße,Kfz,14785,15525,15350,15629,15380,13201,12116,16063,"Mi,31.07.",2024-07-01
2407,2024,7,1221,Grenzackerstraße,B,225,Laxenburger Straße,LkwÄ,440,533,534,546,489,198,146,599,"Mi,31.07.",2024-07-01
2408,2024,7,1221,Grenzackerstraße,B,225,Verteilerkreis,Kfz,13278,13880,13709,13825,14286,12162,10930,15183,"*Di,02.07.",2024-07-01
2409,2024,7,1221,Grenzackerstraße,B,225,Verteilerkreis,LkwÄ,547,658,679,661,625,266,189,722,"Do,25.07.",2024-07-01
2410,2024,7,1221,Grenzackerstraße,B,225,Gesamt,Kfz,28063,29405,29059,29453,29667,25363,23046,31140,"*Di,02.07.",2024-07-01
2411,2024,7,1221,Grenzackerstraße,B,225,Gesamt,LkwÄ,987,1192,1213,1206,1114,463,335,1278,"Do,04.07.",2024-07-01
2418,2024,7,1223,Adalbert-Stifter-Straße,B,226,Gürtelbrücke,Kfz,7752,8161,8280,8238,7744,6905,6247,10021,"Mo,01.07.",2024-07-01
2419,2024,7,1223,Adalbert-Stifter-Straße,B,226,Gürtelbrücke,LkwÄ,260,301,283,310,293,170,118,338,"*Di,02.07.",2024-07-01
2420,2024,7,1223,Adalbert-Stifter-Straße,B,226,Floridsdorfer Brücke,Kfz,9541,10215,9748,10420,10080,8372,6833,11001,"Do,11.07.",2024-07-01
2421,2024,7,1223,Adalbert-Stifter-Straße,B,226,Floridsdorfer Brücke,LkwÄ,280,335,335,347,292,138,106,387,"Mi,24.07.",2024-07-01
2422,2024,7,1223,Adalbert-Stifter-Straße,B,226,Gesamt,Kfz,17293,18376,18027,18658,17824,15277,13080,20447,"Mo,01.07.",2024-07-01
2423,2024,7,1223,Adalbert-Stifter-Straße,B,226,Gesamt,LkwÄ,540,636,618,657,584,308,224,698,"*Di,09.07.",2024-07-01
2424,2024,7,1224,Wagramer Str. II,B,8,Reichsbrücke,Kfz,7857,8533,8623,8482,8597,6871,4959,10284,"Mo,01.07.",2024-07-01
2425,2024,7,1224,Wagramer Str. II,B,8,Reichsbrücke,LkwÄ,367,467,504,474,398,96,64,661,"*Mo,01.07.",2024-07-01
2426,2024,7,1224,Wagramer Str. II,B,8,Süßenbrunn,Kfz,8438,9066,9173,8924,9432,7859,5402,10171,"Mo,01.07.",2024-07-01
2427,2024,7,1224,Wagramer Str. II,B,8,Süßenbrunn,LkwÄ,265,340,351,350,288,60,39,394,"Mi,03.07.",2024-07-01
2428,2024,7,1224,Wagramer Str. II,B,8,Gesamt,Kfz,16295,17599,17795,17406,18030,14730,10361,20455,"Mo,01.07.",2024-07-01
2429,2024,7,1224,Wagramer Str. II,B,8,Gesamt,LkwÄ,632,807,855,824,686,155,104,1054,"*Mo,01.07.",2024-07-01
